filename,caption
scene-0003_9.mp4,A realistic driving scene.
scene-0004_0.mp4,"A realistic driving scene, during day light, in an urban environment, with moderate traffic."
scene-0004_1.mp4,A realistic driving scene.
scene-0004_10.mp4,"A realistic driving scene, in an urban environment."
scene-0004_11.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0004_12.mp4,A realistic driving scene.
scene-0004_13.mp4,A realistic driving scene.
scene-0004_14.mp4,A realistic driving scene.
scene-0004_15.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0004_16.mp4,A realistic driving scene.
scene-0004_17.mp4,"A realistic driving scene, with moderate traffic."
scene-0004_18.mp4,A realistic driving scene.
scene-0004_19.mp4,A realistic driving scene.
scene-0004_2.mp4,A realistic driving scene.
scene-0004_20.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0004_21.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0004_22.mp4,A realistic driving scene.
scene-0004_23.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0004_24.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0004_25.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0004_26.mp4,A realistic driving scene.
scene-0004_27.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0004_3.mp4,A realistic driving scene.
scene-0004_4.mp4,A realistic driving scene.
scene-0004_5.mp4,A realistic driving scene.
scene-0004_6.mp4,A realistic driving scene.
scene-0004_7.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0004_8.mp4,A realistic driving scene.
scene-0004_9.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0005_0.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0005_1.mp4,A realistic driving scene.
scene-0005_10.mp4,A realistic driving scene.
scene-0005_11.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0005_12.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0005_13.mp4,A realistic driving scene.
scene-0005_14.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0005_15.mp4,A realistic driving scene.
scene-0005_16.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0005_17.mp4,A realistic driving scene.
scene-0005_18.mp4,A realistic driving scene.
scene-0005_19.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0005_2.mp4,A realistic driving scene.
scene-0005_20.mp4,A realistic driving scene.
scene-0005_21.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0005_22.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0005_23.mp4,"A realistic driving scene, during day light."
scene-0005_24.mp4,A realistic driving scene.
scene-0005_25.mp4,A realistic driving scene.
scene-0005_26.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0005_27.mp4,"A realistic driving scene, during day light."
scene-0005_3.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0005_4.mp4,A realistic driving scene.
scene-0005_5.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0005_6.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0005_7.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0005_8.mp4,A realistic driving scene.
scene-0005_9.mp4,A realistic driving scene.
scene-0006_0.mp4,A realistic driving scene.
scene-0006_1.mp4,A realistic driving scene.
scene-0006_10.mp4,A realistic driving scene.
scene-0006_11.mp4,A realistic driving scene.
scene-0006_12.mp4,A realistic driving scene.
scene-0006_13.mp4,A realistic driving scene.
scene-0006_14.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0006_15.mp4,A realistic driving scene.
scene-0006_16.mp4,A realistic driving scene.
scene-0006_17.mp4,"A realistic driving scene, in an urban environment."
scene-0006_18.mp4,A realistic driving scene.
scene-0006_19.mp4,A realistic driving scene.
scene-0006_2.mp4,A realistic driving scene.
scene-0006_20.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0006_21.mp4,A realistic driving scene.
scene-0006_22.mp4,A realistic driving scene.
scene-0006_23.mp4,"A realistic driving scene, in an urban environment."
scene-0006_24.mp4,A realistic driving scene.
scene-0006_25.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0006_26.mp4,A realistic driving scene.
scene-0006_27.mp4,A realistic driving scene.
scene-0006_28.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0006_3.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0006_4.mp4,A realistic driving scene.
scene-0006_5.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0006_6.mp4,A realistic driving scene.
scene-0006_7.mp4,A realistic driving scene.
scene-0006_8.mp4,A realistic driving scene.
scene-0006_9.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0007_0.mp4,A realistic driving scene.
scene-0007_1.mp4,"A realistic driving scene, in clear weather."
scene-0007_10.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0007_11.mp4,A realistic driving scene.
scene-0007_12.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0007_13.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0007_14.mp4,A realistic driving scene.
scene-0007_15.mp4,A realistic driving scene.
scene-0007_16.mp4,A realistic driving scene.
scene-0007_17.mp4,"A realistic driving scene, in clear weather, with light traffic."
scene-0007_18.mp4,A realistic driving scene.
scene-0007_19.mp4,"A realistic driving scene, on a dry asphalt road, with light traffic."
scene-0007_2.mp4,A realistic driving scene.
scene-0007_20.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0007_21.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0007_22.mp4,A realistic driving scene.
scene-0007_23.mp4,A realistic driving scene.
scene-0007_24.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0007_25.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0007_26.mp4,A realistic driving scene.
scene-0007_27.mp4,A realistic driving scene.
scene-0007_3.mp4,"A realistic driving scene, during day light."
scene-0007_4.mp4,A realistic driving scene.
scene-0007_5.mp4,A realistic driving scene.
scene-0007_6.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with light traffic."
scene-0007_7.mp4,A realistic driving scene.
scene-0007_8.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with light traffic."
scene-0007_9.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0008_0.mp4,A realistic driving scene.
scene-0008_1.mp4,A realistic driving scene.
scene-0008_10.mp4,A realistic driving scene.
scene-0008_11.mp4,A realistic driving scene.
scene-0008_12.mp4,A realistic driving scene.
scene-0008_13.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0008_14.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0008_15.mp4,A realistic driving scene.
scene-0008_16.mp4,A realistic driving scene.
scene-0008_17.mp4,A realistic driving scene.
scene-0008_18.mp4,A realistic driving scene.
scene-0008_19.mp4,A realistic driving scene.
scene-0008_2.mp4,A realistic driving scene.
scene-0008_20.mp4,A realistic driving scene.
scene-0008_21.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0008_22.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0008_23.mp4,A realistic driving scene.
scene-0008_24.mp4,A realistic driving scene.
scene-0008_25.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0008_26.mp4,A realistic driving scene.
scene-0008_3.mp4,A realistic driving scene.
scene-0008_4.mp4,"A realistic driving scene, in clear weather."
scene-0008_5.mp4,"A realistic driving scene, during day light."
scene-0008_6.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0008_7.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0008_8.mp4,A realistic driving scene.
scene-0008_9.mp4,A realistic driving scene.
scene-0009_0.mp4,A realistic driving scene.
scene-0009_1.mp4,"A realistic driving scene, in clear weather, with light traffic."
scene-0009_10.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0009_11.mp4,A realistic driving scene.
scene-0009_12.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0009_13.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with light traffic."
scene-0009_14.mp4,A realistic driving scene.
scene-0009_15.mp4,A realistic driving scene.
scene-0009_16.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0009_17.mp4,A realistic driving scene.
scene-0009_18.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
scene-0009_19.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
scene-0009_2.mp4,A realistic driving scene.
scene-0009_20.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0009_21.mp4,A realistic driving scene.
scene-0009_22.mp4,A realistic driving scene.
scene-0009_23.mp4,A realistic driving scene.
scene-0009_24.mp4,A realistic driving scene.
scene-0009_25.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0009_26.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with light traffic."
scene-0009_27.mp4,A realistic driving scene.
scene-0009_3.mp4,A realistic driving scene.
scene-0009_4.mp4,A realistic driving scene.
scene-0009_5.mp4,"A realistic driving scene, during day light, in an urban environment, with light traffic."
scene-0009_6.mp4,A realistic driving scene.
scene-0009_7.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0009_8.mp4,A realistic driving scene.
scene-0009_9.mp4,"A realistic driving scene, in an urban environment."
scene-0010_0.mp4,A realistic driving scene.
scene-0010_1.mp4,"A realistic driving scene, in clear weather."
scene-0010_10.mp4,A realistic driving scene.
scene-0010_11.mp4,A realistic driving scene.
scene-0010_12.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0010_13.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0010_14.mp4,A realistic driving scene.
scene-0010_15.mp4,A realistic driving scene.
scene-0010_16.mp4,A realistic driving scene.
scene-0010_17.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0010_18.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0010_19.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0010_2.mp4,A realistic driving scene.
scene-0010_20.mp4,A realistic driving scene.
scene-0010_21.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0010_22.mp4,A realistic driving scene.
scene-0010_23.mp4,A realistic driving scene.
scene-0010_24.mp4,A realistic driving scene.
scene-0010_25.mp4,A realistic driving scene.
scene-0010_26.mp4,A realistic driving scene.
scene-0010_27.mp4,A realistic driving scene.
scene-0010_3.mp4,A realistic driving scene.
scene-0010_4.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0010_5.mp4,"A realistic driving scene, in clear weather."
scene-0010_6.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0010_7.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0010_8.mp4,A realistic driving scene.
scene-0010_9.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0011_0.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with light traffic."
scene-0011_1.mp4,A realistic driving scene.
scene-0011_10.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0011_11.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0011_12.mp4,A realistic driving scene.
scene-0011_13.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
scene-0011_14.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0011_15.mp4,A realistic driving scene.
scene-0011_16.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with light traffic."
scene-0011_17.mp4,"A realistic driving scene, in an urban environment, with light traffic."
scene-0011_18.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0011_19.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0011_2.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with light traffic."
scene-0011_20.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with light traffic."
scene-0011_21.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with light traffic."
scene-0011_22.mp4,A realistic driving scene.
scene-0011_23.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0011_24.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0011_25.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0011_26.mp4,"A realistic driving scene, with light traffic."
scene-0011_27.mp4,A realistic driving scene.
scene-0011_3.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0011_4.mp4,"A realistic driving scene, in clear weather."
scene-0011_5.mp4,"A realistic driving scene, in clear weather."
scene-0011_6.mp4,A realistic driving scene.
scene-0011_7.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0011_8.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0011_9.mp4,A realistic driving scene.
scene-0012_0.mp4,A realistic driving scene.
scene-0012_1.mp4,A realistic driving scene.
scene-0012_10.mp4,A realistic driving scene.
scene-0012_11.mp4,A realistic driving scene.
scene-0012_12.mp4,A realistic driving scene.
scene-0012_13.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with light traffic."
scene-0012_14.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0012_15.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0012_16.mp4,A realistic driving scene.
scene-0012_17.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0012_18.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0012_19.mp4,A realistic driving scene.
scene-0012_2.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0012_20.mp4,"A realistic driving scene, with light traffic."
scene-0012_21.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0012_22.mp4,"A realistic driving scene, in clear weather."
scene-0012_23.mp4,A realistic driving scene.
scene-0012_24.mp4,A realistic driving scene.
scene-0012_25.mp4,A realistic driving scene.
scene-0012_26.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0012_27.mp4,A realistic driving scene.
scene-0012_3.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0012_4.mp4,A realistic driving scene.
scene-0012_5.mp4,A realistic driving scene.
scene-0012_6.mp4,A realistic driving scene.
scene-0012_7.mp4,"A realistic driving scene, during day light, in an urban environment, with light traffic."
scene-0012_8.mp4,A realistic driving scene.
scene-0012_9.mp4,A realistic driving scene.
scene-0013_0.mp4,A realistic driving scene.
scene-0013_1.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0013_10.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0013_11.mp4,"A realistic driving scene, with moderate traffic."
scene-0013_12.mp4,A realistic driving scene.
scene-0013_13.mp4,A realistic driving scene.
scene-0013_14.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0013_15.mp4,A realistic driving scene.
scene-0013_16.mp4,"A realistic driving scene, during day light."
scene-0013_17.mp4,A realistic driving scene.
scene-0013_18.mp4,A realistic driving scene.
scene-0013_19.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0013_2.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0013_20.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0013_21.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0013_22.mp4,A realistic driving scene.
scene-0013_23.mp4,A realistic driving scene.
scene-0013_24.mp4,A realistic driving scene.
scene-0013_25.mp4,"A realistic driving scene, during day light, in an urban environment, with moderate traffic."
scene-0013_26.mp4,A realistic driving scene.
scene-0013_27.mp4,A realistic driving scene.
scene-0013_3.mp4,A realistic driving scene.
scene-0013_4.mp4,A realistic driving scene.
scene-0013_5.mp4,A realistic driving scene.
scene-0013_6.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0013_7.mp4,A realistic driving scene.
scene-0013_8.mp4,A realistic driving scene.
scene-0013_9.mp4,"A realistic driving scene, with moderate traffic."
scene-0014_0.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0014_1.mp4,A realistic driving scene.
scene-0014_10.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0014_11.mp4,A realistic driving scene.
scene-0014_12.mp4,A realistic driving scene.
scene-0014_13.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0014_14.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0014_15.mp4,A realistic driving scene.
scene-0014_16.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0014_17.mp4,A realistic driving scene.
scene-0014_18.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0014_19.mp4,A realistic driving scene.
scene-0014_2.mp4,A realistic driving scene.
scene-0014_20.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0014_21.mp4,A realistic driving scene.
scene-0014_22.mp4,A realistic driving scene.
scene-0014_23.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0014_24.mp4,A realistic driving scene.
scene-0014_25.mp4,A realistic driving scene.
scene-0014_26.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0014_27.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0014_3.mp4,A realistic driving scene.
scene-0014_4.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0014_5.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0014_6.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0014_7.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0014_8.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0014_9.mp4,A realistic driving scene.
scene-0015_0.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0015_1.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0015_10.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0015_11.mp4,A realistic driving scene.
scene-0015_12.mp4,A realistic driving scene.
scene-0015_13.mp4,A realistic driving scene.
scene-0015_14.mp4,A realistic driving scene.
scene-0015_15.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0015_16.mp4,A realistic driving scene.
scene-0015_17.mp4,"A realistic driving scene, in an urban environment."
scene-0015_18.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0015_19.mp4,"A realistic driving scene, with moderate traffic."
scene-0015_2.mp4,"A realistic driving scene, with moderate traffic."
scene-0015_20.mp4,A realistic driving scene.
scene-0015_21.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0015_22.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0015_23.mp4,"A realistic driving scene, with moderate traffic."
scene-0015_24.mp4,A realistic driving scene.
scene-0015_25.mp4,A realistic driving scene.
scene-0015_26.mp4,A realistic driving scene.
scene-0015_27.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0015_3.mp4,A realistic driving scene.
scene-0015_4.mp4,A realistic driving scene.
scene-0015_5.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0015_6.mp4,A realistic driving scene.
scene-0015_7.mp4,A realistic driving scene.
scene-0015_8.mp4,A realistic driving scene.
scene-0015_9.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0016_0.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0016_1.mp4,A realistic driving scene.
scene-0016_10.mp4,A realistic driving scene.
scene-0016_11.mp4,"A realistic driving scene, with moderate traffic."
scene-0016_12.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0016_13.mp4,A realistic driving scene.
scene-0016_14.mp4,A realistic driving scene.
scene-0016_15.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0016_16.mp4,"A realistic driving scene, during day light."
scene-0016_17.mp4,A realistic driving scene.
scene-0016_18.mp4,A realistic driving scene.
scene-0016_19.mp4,A realistic driving scene.
scene-0016_2.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0016_20.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0016_21.mp4,A realistic driving scene.
scene-0016_22.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0016_23.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0016_24.mp4,A realistic driving scene.
scene-0016_25.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0016_26.mp4,A realistic driving scene.
scene-0016_27.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0016_28.mp4,"A realistic driving scene, in clear weather."
scene-0016_3.mp4,A realistic driving scene.
scene-0016_4.mp4,A realistic driving scene.
